AAME,20080109,1.55,1.72,1.55,1.64,1400
AAON,20080109,5.1733,5.4222,5.117,5.3689,72600
AAPL,20080109,6.1179,6.4107,6.0107,6.4072,64840600
AAWW,20080109,49.78,49.89,46.52,48.1,315300
ABCB,20080109,14.59,14.96,14.41,14.79,58000
ABMD,20080109,14.6,15,14.44,14.98,188300
ACAD,20080109,11.52,11.79,11.2,11.61,330300
ACBA,20080109,9.02,9.02,8.55,8.98,7400
ACET,20080109,7.1,7.27,7.1,7.22,22700
ACGL,20080109,7.8922,7.9867,7.8778,7.91,760200
ACIW,20080109,4.9967,5.04,4.65,4.8433,502800
ACLS,20080109,16.88,17.6,16.12,17.12,1042500
ACMR,20080109,10.96,11.2,10.49,10.78,344300
ACOR,20080109,21.07,21.91,20.95,21.87,277500
ACTG,20080109,8.02,8.28,7.63,8.09,301800
ADBE,20080109,39.41,39.62,38.92,39.46,9059400
ADES,20080109,4.625,4.84,4.595,4.745,59300
ADI,20080109,27.97,27.98,26.9,27.42,6033200
ADP,20080109,36.3917,36.7604,36.1283,36.5057,2604200
ADPT,20080109,3.11,3.3,3.11,3.29,831800
ADRE,20080109,53.01,54.22,52.66,54.2,394000
ADSK,20080109,44.84,45.69,44,44.39,3452800
ADTN,20080109,19.52,19.6,18.35,19.28,1976800
AEHR,20080109,6.83,6.83,6.15,6.4,47100
AEIS,20080109,10.52,10.85,10.23,10.63,612000
AEY,20080109,5.5,5.55,5.26,5.42,42600
AEZS,20080109,1056,1056,960,1020,51700
AGEN,20080109,2.14,2.36,2.04,2.29,462300
AGYS,20080109,13.45,14.03,13.29,13.89,534100
AHPI,20080109,7.15,7.25,6.93,7.1,3200
AIMC,20080109,14.7,14.89,14.14,14.83,155200
AINV,20080109,45.6,46.5,44.73,46.11,1887900
AIRT,20080109,8.87,9.31,8.53,8.66,24600
AKAM,20080109,29.26,29.39,27.54,29.22,8060800
ALCO,20080109,36.49,36.79,35.77,36.44,10800
ALGN,20080109,15.43,15.97,15.29,15.93,1584100
ALGT,20080109,25.98,26.49,25.25,25.6,171000
ALKS,20080109,15.13,15.48,15.05,15.39,1027900
ALLT,20080109,4.81,4.81,4.55,4.56,12800
ALNY,20080109,32.21,32.49,30.92,31.41,514200
ALOT,20080109,9.17,9.17,8.85,9.04,4100
ALTR,20080109,17.55,17.93,17.27,17.73,8864200
ALTU,20080109,5.22,5.5,5.21,5.42,188300
ALVR,20080109,85.1,86.2,80.8,84.4,531800
AMAT,20080109,16.34,16.75,16.18,16.64,26517000
AMD,20080109,6.06,6.06,5.31,5.53,50990600
AMED,20080109,45.58,47.57,45.46,47.25,529500
AMGN,20080109,46.6,48,46.25,47.65,12053300
AMKR,20080109,7.15,7.27,6.71,7.06,2849900
AMNB,20080109,20,20,20,20,0
AMOT,20080109,4.98,4.99,4.9,4.93,9500
AMPH,20080109,19.03,19.3,18.82,19.3,22400
AMPL,20080109,144.2,147.6,141.2,144.8,39700
AMRN,20080109,0.25,0.25,0.22,0.24,1116400
AMSC,20080109,251,254.3,231.6,251.7,710300
AMSF,20080109,14.63,15,14.26,14.98,203400
AMSWA,20080109,7.67,7.97,7.57,7.95,71000
AMWD,20080109,17.05,17.39,16.21,16.77,162300
AMZN,20080109,87.56,87.8,80.24,85.22,16411900
ANAT,20080109,117.24,122.49,116.56,120.96,8600
ANDE,20080109,30.72,31.4933,30.4533,31.3267,306900
ANGN,20080109,8.62,9.03,8.6,9.01,25700
ANGO,20080109,19.95,20,18.56,19.32,303500
ANIK,20080109,13.9,13.91,13,13.17,67700
ANSS,20080109,37.51,38.25,36.79,37.83,848200
APAC,20080109,1.25,1.28,1.22,1.28,37400
APEI,20080109,40.06,43.64,40.06,42.71,104400
APOG,20080109,15.49,15.73,14.96,15.54,354100
ARAY,20080109,16.59,17.9,16.59,17.73,1299200
ARCC,20080109,13.04,13.27,12.73,12.95,1073900
ARKR,20080109,32.98,34,32.32,33.17,8600
ARLP,20080109,17.95,17.95,17.44,17.595,62900
ARNA,20080109,75,76,72,74.7,1242800
AROW,20080109,21.23,21.72,20.52,21.64,36800
ARRY,20080109,7.97,8.17,7.77,7.94,636300
ARTE,20080109,2.61,2.89,2.61,2.8,116600
ARTL,20080109,11.34,12.66,11.34,12.02,1600
ARTNA,20080109,18.96,18.98,18.85,18.91,10200
ARTW,20080109,28.3,30.03,27.32,29.46,18700
ARWR,20080109,3.45,3.49,3.3,3.38,162500
ASML,20080109,27.93,28.36,27.55,28.29,3810500
ASRV,20080109,2.66,2.67,2.1,2.21,51100
ASTE,20080109,30.46,30.58,29.01,29.41,986000
ASUR,20080109,0.5667,0.5667,0.5267,0.5267,47800
ASYS,20080109,12.36,12.36,10.91,11.7,194300
ATEC,20080109,56.88,57,54.72,57,85000
ATHX,20080109,4.9,4.9,4.9,4.9,0
ATLO,20080109,19.25,19.44,19,19,1300
ATNI,20080109,32.55,34.14,32.47,34.01,48400
ATRC,20080109,13.92,13.92,13.54,13.7,86100
ATRI,20080109,126.24,126.35,123.5,126.35,2700
ATRO,20080109,32.3667,32.8833,29.5917,31.6583,109600
ATVI,20080109,13.75,13.925,13.42,13.765,5363800
AUBN,20080109,21.5,21.5,20.03,20.1,4300
AUDC,20080109,4.65,4.67,4.38,4.56,288300
AVAV,20080109,23.1,23.12,20.95,22.13,211700
AVCT,20080109,15.62,16.15,15.04,16.05,1801000
AVID,20080109,25.27,25.27,24.51,25.05,723200
AWRE,20080109,4.2,4.35,4.02,4.05,21600
AXTI,20080109,5.7,5.7,4.85,5.42,666400
AZPN,20080109,14.43,14.69,13.81,14.53,424800
BANF,20080109,40.65,41.5,40.09,41.43,51700
BANFP,20080109,23.25,23.25,23.25,23.25,0
BANR,20080109,162.05,164.57,152.32,154.98,339700
BBBY,20080109,26.12,26.28,25.57,26.25,6081800
BBGI,20080109,6.02,6.02,5,5.05,23700
BBSI,20080109,16.39,16.65,15.75,16.21,73100
BCBP,20080109,13.95,14.16,13.75,14.02,5400
BCPC,20080109,13.4,13.92,13.2333,13.6867,71300
BCRX,20080109,5.8,6.2,5.59,6.17,340800
BDSI,20080109,2.64,2.71,2.35,2.45,113100
BECN,20080109,7.3,7.35,6.7,7.3,1084600
BELFA,20080109,33.2,33.25,31.33,31.6,5900
BELFB,20080109,27.23,27.69,26.26,27.15,45600
BFIN,20080109,14.87,15.37,14.66,15.37,90300
BGFV,20080109,12.51,12.94,12.34,12.73,280800
BIDU,20080109,34.26,34.775,31.92,34.41,8364300
BIIB,20080109,51.6928,54.5021,51.6743,53.7929,4894700
BITS,20080109,5.25,5.38,5.24,5.32,51300
BJRI,20080109,14.24,14.51,13.61,13.9,390700
BKCC,20080109,14.61,14.99,14.28,14.84,74100
BKSC,20080109,13.97,14,13.97,14,2900
BLDP,20080109,5.2,5.2,4.87,5.12,743600
BLKB,20080109,25.76,26.55,25.4,26.42,230200
BLUE,20080109,0.6,0.6,0.56,0.6,11700
BMRC,20080109,14,14.045,13.75,13.85,7600
BMRN,20080109,38.84,40.56,38.75,40.37,5095500
BMTC,20080109,21.86,21.86,21.25,21.25,2700
BNSO,20080109,2.7,2.89,2.63,2.82,2900
BOKF,20080109,48.09,49.56,47.44,49.56,116700
BOOM,20080109,50.06,50.5,48.16,49.22,617400
BOSC,20080109,7.2,7.96,7.2,7.8,4100
BPOP,20080109,95.5,96.4,91.9,95.2,2801100
BPOPM,20080109,24.9,24.9,24.9,24.9,0
BPOPN,20080109,25.1,25.1,25.1,25.1,2900
BRID,20080109,6.31,6.31,6.31,6.31,0
BRKL,20080109,9.5,9.75,9.12,9.38,1069900
BRKR,20080109,11.82,12.01,11.51,11.82,430900
BRKS,20080109,11.16,11.36,10.91,11.24,561100
BRLI,20080109,14.795,15.01,14.365,14.745,155500
BSET,20080109,10.24,10.53,10.11,10.5,58400
BSQR,20080109,6.27,6.3,6.25,6.28,10900
BSRR,20080109,23,24.22,23,23.99,24400
BUSE,20080109,18.22,18.68,17.62,18.67,189300
BYFC,20080109,8,8,8,8,0
CAAS,20080109,6.93,7.45,6.86,7.05,103300
CAC,20080109,31.01,31.49,30.2,30.55,3000
CACC,20080109,15.37,16.12,15.05,16,34200
CAKE,20080109,19.08,19.41,18.71,19.05,2333000
CALM,20080109,11.505,11.76,11.28,11.585,600300
CAMP,20080109,2.33,2.4,2.15,2.22,115200
CAMT,20080109,1.74,1.78,1.7,1.73,37600
CARV,20080109,14,14.1,14,14.1,400
CASA,20080109,5.67,6.1,5.67,6.1,3100
CASH,20080109,13.1667,13.1667,13.1667,13.1667,200
CASS,20080109,30.83,31.45,30.06,31.15,9100
CASY,20080109,28.85,29.1,28.1,28.82,908500
CATY,20080109,22.86,23.54,22.46,23.49,911600
CBAN,20080109,13.01,14.9,13,14.49,7200
CBNK,20080109,12.42,12.44,12.01,12.44,11300
CBRL,20080109,26.62,27.02,25.98,27.02,528600
CBSH,20080109,41.44,42,39.99,41.02,500000
CCBG,20080109,25.23,26.99,24.76,26.99,52800
CCMP,20080109,32.41,33.21,31.82,32.82,167900
CCNE,20080109,13.37,13.37,13.13,13.37,600
CCOI,20080109,20.62,20.82,19.28,20.55,1651400
CCRN,20080109,12.5,13.27,12.44,13.15,322400
CDNS,20080109,15.44,15.71,15.12,15.38,5320600
CDZI,20080109,18.73,19.05,18.29,18.99,27900
CECE,20080109,11.51,11.54,10.65,10.65,79400
CENT,20080109,4.99,5.1,4.52,4.92,722600
CENTA,20080109,4.69,4.82,4.32,4.78,548300
CENX,20080109,47.31,48.48,46.58,48.1,1755500
CERN,20080109,14.2625,14.605,14.1875,14.54,556400
CERS,20080109,6.37,7.02,6.29,6.99,132800
CEVA,20080109,10.07,10.19,9.5,9.77,108800
CFBK,20080109,104.225,104.225,103.125,103.125,21600
CFFI,20080109,32,32.25,30.64,30.64,1000
CFFN,20080109,30.38,30.48,29.12,29.15,235700
CGEN,20080109,1.85,1.85,1.81,1.82,16300
CGNX,20080109,4.4675,4.62,4.4675,4.57,244000
CHCI,20080109,0.62,0.71,0.52,0.57,55000
CHCO,20080109,32.7,33.69,32.7,33.5,104000
CHDN,20080109,16.9267,17.7233,16.6833,17.63,32300
CHKP,20080109,20.77,21.7,20.76,21.63,1994400
CHNR,20080109,21.66,21.96,20.38,21.65,192800
CHRS,20080109,4.4,4.56,4.13,4.5,3334400
CHRW,20080109,47.45,48.46,47.01,48.09,2091400
CHSCP,20080109,25.2,25.24,25.07,25.12,4500
CHTR,20080109,0.99,1.15,0.92,1.08,10389100
CINF,20080109,36.64,37.36,36.32,37.35,994200
CIZN,20080109,19,19,19,19,100
CLAY,20080109,3.94,3.94,3.15,3.43,213100
CLFD,20080109,0.93,0.93,0.87,0.87,12200
CLMT,20080109,34.76,34.93,34,34.24,45400
CLNE,20080109,15.24,15.36,14.95,15.23,301200
CLRO,20080109,5.4,5.4,5.25,5.25,6700
CLWT,20080109,9.4233,9.9367,8.8,9.35,92300
CMCO,20080109,26.63,26.81,25.2,25.85,475500
CMCSA,20080109,8.395,8.53,8.25,8.53,27188700
CMLS,20080109,46.64,47.84,45.28,47.2,261300
CMTL,20080109,50,50.54,46.8,48.76,593500
CNBKA,20080109,19.4,19.55,19.4,19.5,8000
CNET,20080109,8.38,8.46,8.05,8.4,6323400
CNOB,20080109,11.03,11.03,10.65,10.81,16200
CNSL,20080109,17.63,18.01,17.3,17.79,243900
CNTY,20080109,4.74,4.88,4.45,4.75,97900
COCO,20080109,13.65,14.03,13.48,13.72,1821800
COGT,20080109,9.63,9.88,9.5,9.87,807100
COHR,20080109,25,25,25,25,0
COHU,20080109,14.48,15.07,14.4,15.07,156200
COIN,20080109,7.75,7.95,6.51,7.5,747500
COKE,20080109,54.82,57.23,54.82,57.23,15000
COLB,20080109,26.51,26.79,25.35,26.23,169000
COLM,20080109,19.635,19.745,18.45,19.035,701500
COMS,20080109,4.1,4.35,4.08,4.27,4303800
CONN,20080109,16.06,16.13,15.6,15.9,672100
COOL,20080109,55.02,55.44,52.5,55.44,18600
COOP,20080109,12.32,12.92,12.26,12.5,2600
CORT,20080109,2.63,2.86,2.61,2.86,41700
COST,20080109,65.27,67.35,64.9,67.27,8802300
COWN,20080109,8.36,8.87,8.05,8.7,313900
CPLP,20080109,21.23,21.48,20.77,21.15,65600
CPRT,20080109,10.3225,10.54,10.1875,10.5225,663300
CPRX,20080109,3.11,3.25,2.9,3.15,8500
CPSI,20080109,20.61,21.64,20.5,21.51,88300
CPSS,20080109,3.32,3.32,2.56,2.84,279800
CRAI,20080109,47.93,50.2,47.41,49.16,232500
CRESY,20080109,18.74,18.91,18.26,18.29,98200
CRIS,20080109,4.85,5.15,4.7,5.15,312500
CRMT,20080109,11.46,11.51,11.25,11.28,78600
CRNT,20080109,10.49,11.09,10.25,10.7,559800
CROX,20080109,29.86,30.35,26.34,28.23,11615500
CRTX,20080109,1.22,1.24,1.12,1.18,191200
CRUS,20080109,4.5,4.63,4.5,4.59,1424200
CRVL,20080109,11.395,11.695,11.16,11.695,45000
CRWS,20080109,3.08,3.5,3.08,3.35,14000
CSCO,20080109,25.59,26.3,25.53,26.24,66481000
CSGP,20080109,40.54,41.14,40.15,40.99,422600
CSGS,20080109,13.14,13.61,12.89,13.2,849500
CSIQ,20080109,24.4,24.8,21.06,23.74,4104100
CSPI,20080109,6.99,7,6.69,6.98,32500
CSTR,20080109,26.96,27.21,26.25,26.91,287700
CSWC,20080109,27.6575,29.5175,27.6575,28.315,5500
CSX,20080109,13.4833,13.8533,13.4433,13.8433,8448900
CTAS,20080109,31.11,32.27,31.1,32.24,1744400
CTBI,20080109,25.62,26.95,25.62,26.93,89200
CTHR,20080109,1.89,1.91,1.75,1.75,87900
CTIB,20080109,3.87,3.98,3.77,3.85,15700
CTIC,20080109,87,88,83,84.5,285800
CTRN,20080109,13.36,14.46,13.13,14.3,346900
